fips,state_code,state_id,state_name
05047,05,ar,Arkansas
05049,05,ar,Arkansas
05051,05,ar,Arkansas
05053,05,ar,Arkansas
05055,05,ar,Arkansas
05057,05,ar,Arkansas
05059,05,ar,Arkansas
05061,05,ar,Arkansas
05063,05,ar,Arkansas
05065,05,ar,Arkansas
05067,05,ar,Arkansas
05069,05,ar,Arkansas
05071,05,ar,Arkansas
05073,05,ar,Arkansas
05075,05,ar,Arkansas
05077,05,ar,Arkansas
05079,05,ar,Arkansas
05081,05,ar,Arkansas
05083,05,ar,Arkansas
05085,05,ar,Arkansas
05087,05,ar,Arkansas
05089,05,ar,Arkansas
05091,05,ar,Arkansas
05093,05,ar,Arkansas
05095,05,ar,Arkansas
05097,05,ar,Arkansas
05099,05,ar,Arkansas
05101,05,ar,Arkansas
05103,05,ar,Arkansas
05105,05,ar,Arkansas
05107,05,ar,Arkansas
05109,05,ar,Arkansas
05111,05,ar,Arkansas
05113,05,ar,Arkansas
05115,05,ar,Arkansas
05117,05,ar,Arkansas
05119,05,ar,Arkansas
05121,05,ar,Arkansas
05123,05,ar,Arkansas
05125,05,ar,Arkansas
05127,05,ar,Arkansas
05129,05,ar,Arkansas
05131,05,ar,Arkansas
05133,05,ar,Arkansas
05135,05,ar,Arkansas
05137,05,ar,Arkansas
05139,05,ar,Arkansas
05141,05,ar,Arkansas
05143,05,ar,Arkansas
05145,05,ar,Arkansas
05147,05,ar,Arkansas
05149,05,ar,Arkansas
06001,06,ca,California
06003,06,ca,California
06005,06,ca,California
06007,06,ca,California
06009,06,ca,California
06011,06,ca,California
06013,06,ca,California
06015,06,ca,California
06017,06,ca,California
06019,06,ca,California
06021,06,ca,California
06023,06,ca,California
06025,06,ca,California
06027,06,ca,California
06029,06,ca,California
06031,06,ca,California
06033,06,ca,California
06035,06,ca,California
06037,06,ca,California
06039,06,ca,California
06041,06,ca,California
06043,06,ca,California
06045,06,ca,California
06047,06,ca,California
06049,06,ca,California
06051,06,ca,California
06053,06,ca,California
06055,06,ca,California
06057,06,ca,California
06059,06,ca,California
06061,06,ca,California
06063,06,ca,California
06065,06,ca,California
06067,06,ca,California
06069,06,ca,California
06071,06,ca,California
06073,06,ca,California
06075,06,ca,California
06077,06,ca,California
06079,06,ca,California
06081,06,ca,California
06083,06,ca,California
06085,06,ca,California
06087,06,ca,California
06089,06,ca,California
06091,06,ca,California
06093,06,ca,California
06095,06,ca,California
06097,06,ca,California
06099,06,ca,California
06101,06,ca,California
06103,06,ca,California
06105,06,ca,California
06107,06,ca,California
06109,06,ca,California
06111,06,ca,California
06113,06,ca,California
06115,06,ca,California
08001,08,co,Colorado
08003,08,co,Colorado
08005,08,co,Colorado
08007,08,co,Colorado
08009,08,co,Colorado
08011,08,co,Colorado
08013,08,co,Colorado
08014,08,co,Colorado
08015,08,co,Colorado
08017,08,co,Colorado
08019,08,co,Colorado
08021,08,co,Colorado
08023,08,co,Colorado
08025,08,co,Colorado
08027,08,co,Colorado
08029,08,co,Colorado
08031,08,co,Colorado
08033,08,co,Colorado
08035,08,co,Colorado
08037,08,co,Colorado
08039,08,co,Colorado
08041,08,co,Colorado
08043,08,co,Colorado
08045,08,co,Colorado
08047,08,co,Colorado
08049,08,co,Colorado
08051,08,co,Colorado
08053,08,co,Colorado
08055,08,co,Colorado
08057,08,co,Colorado
08059,08,co,Colorado
08061,08,co,Colorado
08063,08,co,Colorado
08065,08,co,Colorado
08067,08,co,Colorado
08069,08,co,Colorado
08071,08,co,Colorado
08073,08,co,Colorado
08075,08,co,Colorado
08077,08,co,Colorado
08079,08,co,Colorado
08081,08,co,Colorado
08083,08,co,Colorado
08085,08,co,Colorado
08087,08,co,Colorado
08089,08,co,Colorado
08091,08,co,Colorado
08093,08,co,Colorado
08095,08,co,Colorado
08097,08,co,Colorado
08099,08,co,Colorado
08101,08,co,Colorado
08103,08,co,Colorado
08105,08,co,Colorado
08107,08,co,Colorado
08109,08,co,Colorado
08111,08,co,Colorado
08113,08,co,Colorado
08115,08,co,Colorado
08117,08,co,Colorado
08119,08,co,Colorado
08121,08,co,Colorado
08123,08,co,Colorado
08125,08,co,Colorado
09001,09,ct,Connecticut
09003,09,ct,Connecticut
09005,09,ct,Connecticut
09007,09,ct,Connecticut
09009,09,ct,Connecticut
09011,09,ct,Connecticut
09013,09,ct,Connecticut
09015,09,ct,Connecticut
10001,10,de,Delaware
10003,10,de,Delaware
10005,10,de,Delaware
11001,11,dc,District of Columbia
12001,12,fl,Florida
12003,12,fl,Florida
12005,12,fl,Florida
12007,12,fl,Florida
12009,12,fl,Florida
12011,12,fl,Florida
12013,12,fl,Florida
12015,12,fl,Florida
12017,12,fl,Florida
12019,12,fl,Florida
12021,12,fl,Florida
12023,12,fl,Florida
12027,12,fl,Florida
12029,12,fl,Florida
12031,12,fl,Florida
12033,12,fl,Florida
12035,12,fl,Florida
12037,12,fl,Florida
12039,12,fl,Florida
12041,12,fl,Florida
12043,12,fl,Florida
12045,12,fl,Florida
12047,12,fl,Florida
12049,12,fl,Florida
12051,12,fl,Florida
12053,12,fl,Florida
12055,12,fl,Florida
12057,12,fl,Florida
12059,12,fl,Florida
12061,12,fl,Florida
12063,12,fl,Florida
12065,12,fl,Florida
12067,12,fl,Florida
12069,12,fl,Florida
12071,12,fl,Florida
12073,12,fl,Florida
12075,12,fl,Florida
12077,12,fl,Florida
12079,12,fl,Florida
12081,12,fl,Florida
12083,12,fl,Florida
12085,12,fl,Florida
12086,12,fl,Florida
12087,12,fl,Florida
12089,12,fl,Florida
12091,12,fl,Florida
12093,12,fl,Florida
12095,12,fl,Florida
12097,12,fl,Florida
12099,12,fl,Florida
12101,12,fl,Florida
12103,12,fl,Florida
12105,12,fl,Florida
12107,12,fl,Florida
12109,12,fl,Florida
12111,12,fl,Florida
12113,12,fl,Florida
12115,12,fl,Florida
12117,12,fl,Florida
12119,12,fl,Florida
12121,12,fl,Florida
12123,12,fl,Florida
12125,12,fl,Florida
12127,12,fl,Florida
12129,12,fl,Florida
12131,12,fl,Florida
12133,12,fl,Florida
13001,13,ga,Georgia
13003,13,ga,Georgia
13005,13,ga,Georgia
13007,13,ga,Georgia
13009,13,ga,Georgia
13011,13,ga,Georgia
13013,13,ga,Georgia
13015,13,ga,Georgia
13017,13,ga,Georgia
13019,13,ga,Georgia
13021,13,ga,Georgia
13023,13,ga,Georgia
13025,13,ga,Georgia
13027,13,ga,Georgia
13029,13,ga,Georgia
13031,13,ga,Georgia
13033,13,ga,Georgia
13035,13,ga,Georgia
13037,13,ga,Georgia
13039,13,ga,Georgia
13043,13,ga,Georgia
13045,13,ga,Georgia
13047,13,ga,Georgia
13049,13,ga,Georgia
13051,13,ga,Georgia
13053,13,ga,Georgia
13055,13,ga,Georgia
13057,13,ga,Georgia
13059,13,ga,Georgia
13061,13,ga,Georgia
13063,13,ga,Georgia
13065,13,ga,Georgia
13067,13,ga,Georgia
13069,13,ga,Georgia
13071,13,ga,Georgia
13073,13,ga,Georgia
13075,13,ga,Georgia
13077,13,ga,Georgia
13079,13,ga,Georgia
13081,13,ga,Georgia
13083,13,ga,Georgia
13085,13,ga,Georgia
13087,13,ga,Georgia
13089,13,ga,Georgia
13091,13,ga,Georgia
13093,13,ga,Georgia
13095,13,ga,Georgia
13097,13,ga,Georgia
13099,13,ga,Georgia
13101,13,ga,Georgia
13103,13,ga,Georgia
13105,13,ga,Georgia
13107,13,ga,Georgia
13109,13,ga,Georgia
13111,13,ga,Georgia
13113,13,ga,Georgia
13115,13,ga,Georgia
13117,13,ga,Georgia
13119,13,ga,Georgia
13121,13,ga,Georgia
13123,13,ga,Georgia
13125,13,ga,Georgia
13127,13,ga,Georgia
13129,13,ga,Georgia
13131,13,ga,Georgia
13133,13,ga,Georgia
13135,13,ga,Georgia
13137,13,ga,Georgia
13139,13,ga,Georgia
13141,13,ga,Georgia
13143,13,ga,Georgia
13145,13,ga,Georgia
13147,13,ga,Georgia
13149,13,ga,Georgia
13151,13,ga,Georgia
13153,13,ga,Georgia
13155,13,ga,Georgia
13157,13,ga,Georgia
13159,13,ga,Georgia
13161,13,ga,Georgia
13163,13,ga,Georgia
13165,13,ga,Georgia
13167,13,ga,Georgia
13169,13,ga,Georgia
13171,13,ga,Georgia
13173,13,ga,Georgia
13175,13,ga,Georgia
13177,13,ga,Georgia
13179,13,ga,Georgia
13181,13,ga,Georgia
13183,13,ga,Georgia
13185,13,ga,Georgia
13187,13,ga,Georgia
13189,13,ga,Georgia
13191,13,ga,Georgia
13193,13,ga,Georgia
13195,13,ga,Georgia
13197,13,ga,Georgia
13199,13,ga,Georgia
13201,13,ga,Georgia
13205,13,ga,Georgia
13207,13,ga,Georgia
13209,13,ga,Georgia
13211,13,ga,Georgia
13213,13,ga,Georgia
13215,13,ga,Georgia
13217,13,ga,Georgia
13219,13,ga,Georgia
13221,13,ga,Georgia
13223,13,ga,Georgia
13225,13,ga,Georgia
13227,13,ga,Georgia
13229,13,ga,Georgia
13231,13,ga,Georgia
13233,13,ga,Georgia
13235,13,ga,Georgia
13237,13,ga,Georgia
13239,13,ga,Georgia
13241,13,ga,Georgia
13243,13,ga,Georgia
13245,13,ga,Georgia
13247,13,ga,Georgia
13249,13,ga,Georgia
13251,13,ga,Georgia
13253,13,ga,Georgia
13255,13,ga,Georgia
13257,13,ga,Georgia
13259,13,ga,Georgia
13261,13,ga,Georgia
13263,13,ga,Georgia
13265,13,ga,Georgia
13267,13,ga,Georgia
13269,13,ga,Georgia
13271,13,ga,Georgia
13273,13,ga,Georgia
13275,13,ga,Georgia
13277,13,ga,Georgia
13279,13,ga,Georgia
13281,13,ga,Georgia
13283,13,ga,Georgia
13285,13,ga,Georgia
13287,13,ga,Georgia
13289,13,ga,Georgia
13291,13,ga,Georgia
13293,13,ga,Georgia
13295,13,ga,Georgia
13297,13,ga,Georgia
13299,13,ga,Georgia
13301,13,ga,Georgia
13303,13,ga,Georgia
13305,13,ga,Georgia
13307,13,ga,Georgia
13309,13,ga,Georgia
13311,13,ga,Georgia
13313,13,ga,Georgia
13315,13,ga,Georgia
13317,13,ga,Georgia
13319,13,ga,Georgia
13321,13,ga,Georgia
15001,15,hi,Hawaii
15003,15,hi,Hawaii
15005,15,hi,Hawaii
15007,15,hi,Hawaii
15009,15,hi,Hawaii
16001,16,id,Idaho
16003,16,id,Idaho
16005,16,id,Idaho
16007,16,id,Idaho
16009,16,id,Idaho
16011,16,id,Idaho
16013,16,id,Idaho
16015,16,id,Idaho
16017,16,id,Idaho
16019,16,id,Idaho
16021,16,id,Idaho
16023,16,id,Idaho
16025,16,id,Idaho
16027,16,id,Idaho
16029,16,id,Idaho
16031,16,id,Idaho
16033,16,id,Idaho
16035,16,id,Idaho
16037,16,id,Idaho
16039,16,id,Idaho
16041,16,id,Idaho
16043,16,id,Idaho
16045,16,id,Idaho
16047,16,id,Idaho
16049,16,id,Idaho
16051,16,id,Idaho
16053,16,id,Idaho
16055,16,id,Idaho
16057,16,id,Idaho
16059,16,id,Idaho
16061,16,id,Idaho
16063,16,id,Idaho
16065,16,id,Idaho
16067,16,id,Idaho
16069,16,id,Idaho
16071,16,id,Idaho
16073,16,id,Idaho
16075,16,id,Idaho
16077,16,id,Idaho
16079,16,id,Idaho
16081,16,id,Idaho
16083,16,id,Idaho
16085,16,id,Idaho
16087,16,id,Idaho
17001,17,il,Illinois
17003,17,il,Illinois
17005,17,il,Illinois
17007,17,il,Illinois
17009,17,il,Illinois
17011,17,il,Illinois
17013,17,il,Illinois
17015,17,il,Illinois
17017,17,il,Illinois
17019,17,il,Illinois
17021,17,il,Illinois
17023,17,il,Illinois
17025,17,il,Illinois
17027,17,il,Illinois
17029,17,il,Illinois
17031,17,il,Illinois
17033,17,il,Illinois
17035,17,il,Illinois
17037,17,il,Illinois
17039,17,il,Illinois
17041,17,il,Illinois
17043,17,il,Illinois
17045,17,il,Illinois
17047,17,il,Illinois
17049,17,il,Illinois
17051,17,il,Illinois
17053,17,il,Illinois
17055,17,il,Illinois
17057,17,il,Illinois
17059,17,il,Illinois
17061,17,il,Illinois
17063,17,il,Illinois
17065,17,il,Illinois
17067,17,il,Illinois
17069,17,il,Illinois
17071,17,il,Illinois
17073,17,il,Illinois
17075,17,il,Illinois
17077,17,il,Illinois
17079,17,il,Illinois
17081,17,il,Illinois
17083,17,il,Illinois
17085,17,il,Illinois
17087,17,il,Illinois
17089,17,il,Illinois
17091,17,il,Illinois
17093,17,il,Illinois
17095,17,il,Illinois
17097,17,il,Illinois
17099,17,il,Illinois
17101,17,il,Illinois
17103,17,il,Illinois
17105,17,il,Illinois
17107,17,il,Illinois
17109,17,il,Illinois
17111,17,il,Illinois
17113,17,il,Illinois
17115,17,il,Illinois
17117,17,il,Illinois
17119,17,il,Illinois
17121,17,il,Illinois
17123,17,il,Illinois
17125,17,il,Illinois
17127,17,il,Illinois
17129,17,il,Illinois
17131,17,il,Illinois
17133,17,il,Illinois
17135,17,il,Illinois
17137,17,il,Illinois
17139,17,il,Illinois
17141,17,il,Illinois
17143,17,il,Illinois
17145,17,il,Illinois
17147,17,il,Illinois
17149,17,il,Illinois
17151,17,il,Illinois
17153,17,il,Illinois
17155,17,il,Illinois
17157,17,il,Illinois
17159,17,il,Illinois
17161,17,il,Illinois
17163,17,il,Illinois
17165,17,il,Illinois
17167,17,il,Illinois
17169,17,il,Illinois
17171,17,il,Illinois
17173,17,il,Illinois
17175,17,il,Illinois
17177,17,il,Illinois
17179,17,il,Illinois
17181,17,il,Illinois
17183,17,il,Illinois
17185,17,il,Illinois
17187,17,il,Illinois
17189,17,il,Illinois
17191,17,il,Illinois
17193,17,il,Illinois
17195,17,il,Illinois
17197,17,il,Illinois
17199,17,il,Illinois
17201,17,il,Illinois
17203,17,il,Illinois
18001,18,in,Indiana
18003,18,in,Indiana
18005,18,in,Indiana
18007,18,in,Indiana
18009,18,in,Indiana
18011,18,in,Indiana
18013,18,in,Indiana
18015,18,in,Indiana
18017,18,in,Indiana
18019,18,in,Indiana
18021,18,in,Indiana
18023,18,in,Indiana
18025,18,in,Indiana
18027,18,in,Indiana
18029,18,in,Indiana
18031,18,in,Indiana
18033,18,in,Indiana
18035,18,in,Indiana
18037,18,in,Indiana
18039,18,in,Indiana
18041,18,in,Indiana
18043,18,in,Indiana
18045,18,in,Indiana
18047,18,in,Indiana
18049,18,in,Indiana
18051,18,in,Indiana
18053,18,in,Indiana
18055,18,in,Indiana
18057,18,in,Indiana
18059,18,in,Indiana
18061,18,in,Indiana
18063,18,in,Indiana
18065,18,in,Indiana
18067,18,in,Indiana
18069,18,in,Indiana
18071,18,in,Indiana
18073,18,in,Indiana
18075,18,in,Indiana
18077,18,in,Indiana
18079,18,in,Indiana
18081,18,in,Indiana
18083,18,in,Indiana
18085,18,in,Indiana
18087,18,in,Indiana
18089,18,in,Indiana
18091,18,in,Indiana
18093,18,in,Indiana
18095,18,in,Indiana
18097,18,in,Indiana
18099,18,in,Indiana
18101,18,in,Indiana
18103,18,in,Indiana
18105,18,in,Indiana
18107,18,in,Indiana
18109,18,in,Indiana
18111,18,in,Indiana
18113,18,in,Indiana
18115,18,in,Indiana
18117,18,in,Indiana
18119,18,in,Indiana
18121,18,in,Indiana
18123,18,in,Indiana
18125,18,in,Indiana
18127,18,in,Indiana
18129,18,in,Indiana
18131,18,in,Indiana
18133,18,in,Indiana
18135,18,in,Indiana
18137,18,in,Indiana
18139,18,in,Indiana
18141,18,in,Indiana
18143,18,in,Indiana
18145,18,in,Indiana
18147,18,in,Indiana
18149,18,in,Indiana
18151,18,in,Indiana
18153,18,in,Indiana
18155,18,in,Indiana
18157,18,in,Indiana
18159,18,in,Indiana
18161,18,in,Indiana
18163,18,in,Indiana
18165,18,in,Indiana
18167,18,in,Indiana
18169,18,in,Indiana
18171,18,in,Indiana
18173,18,in,Indiana
18175,18,in,Indiana
18177,18,in,Indiana
18179,18,in,Indiana
18181,18,in,Indiana
18183,18,in,Indiana
19001,19,ia,Iowa
19003,19,ia,Iowa
19005,19,ia,Iowa
19007,19,ia,Iowa
19009,19,ia,Iowa
19011,19,ia,Iowa
19013,19,ia,Iowa
19015,19,ia,Iowa
19017,19,ia,Iowa
19019,19,ia,Iowa
19021,19,ia,Iowa
19023,19,ia,Iowa
19025,19,ia,Iowa
19027,19,ia,Iowa
19029,19,ia,Iowa
19031,19,ia,Iowa
19033,19,ia,Iowa
19035,19,ia,Iowa
19037,19,ia,Iowa
19039,19,ia,Iowa
19041,19,ia,Iowa
19043,19,ia,Iowa
19045,19,ia,Iowa
19047,19,ia,Iowa
19049,19,ia,Iowa
19051,19,ia,Iowa
19053,19,ia,Iowa
19055,19,ia,Iowa
19057,19,ia,Iowa
19059,19,ia,Iowa
19061,19,ia,Iowa
19063,19,ia,Iowa
19065,19,ia,Iowa
19067,19,ia,Iowa
19069,19,ia,Iowa
19071,19,ia,Iowa
19073,19,ia,Iowa
19075,19,ia,Iowa
19077,19,ia,Iowa
19079,19,ia,Iowa
19081,19,ia,Iowa
19083,19,ia,Iowa
19085,19,ia,Iowa
19087,19,ia,Iowa
19089,19,ia,Iowa
19091,19,ia,Iowa
19093,19,ia,Iowa
19095,19,ia,Iowa
19097,19,ia,Iowa
19099,19,ia,Iowa
19101,19,ia,Iowa
19103,19,ia,Iowa
19105,19,ia,Iowa
19107,19,ia,Iowa
19109,19,ia,Iowa
19111,19,ia,Iowa
19113,19,ia,Iowa
19115,19,ia,Iowa
19117,19,ia,Iowa
19119,19,ia,Iowa
19121,19,ia,Iowa
19123,19,ia,Iowa
19125,19,ia,Iowa
19127,19,ia,Iowa
19129,19,ia,Iowa
19131,19,ia,Iowa
19133,19,ia,Iowa
19135,19,ia,Iowa
19137,19,ia,Iowa
19139,19,ia,Iowa
19141,19,ia,Iowa
19143,19,ia,Iowa
19145,19,ia,Iowa
19147,19,ia,Iowa
19149,19,ia,Iowa
19151,19,ia,Iowa
19153,19,ia,Iowa
19155,19,ia,Iowa
19157,19,ia,Iowa
19159,19,ia,Iowa
19161,19,ia,Iowa
19163,19,ia,Iowa
19165,19,ia,Iowa
19167,19,ia,Iowa
19169,19,ia,Iowa
19171,19,ia,Iowa
19173,19,ia,Iowa
19175,19,ia,Iowa
19177,19,ia,Iowa
19179,19,ia,Iowa
19181,19,ia,Iowa
19183,19,ia,Iowa
19185,19,ia,Iowa
19187,19,ia,Iowa
19189,19,ia,Iowa
19191,19,ia,Iowa
19193,19,ia,Iowa
19195,19,ia,Iowa
19197,19,ia,Iowa
20001,20,ks,Kansas
20003,20,ks,Kansas
20005,20,ks,Kansas
20007,20,ks,Kansas
20009,20,ks,Kansas
20011,20,ks,Kansas
20013,20,ks,Kansas
20015,20,ks,Kansas
20017,20,ks,Kansas
20019,20,ks,Kansas
20021,20,ks,Kansas
20023,20,ks,Kansas
20025,20,ks,Kansas
20027,20,ks,Kansas
20029,20,ks,Kansas
20031,20,ks,Kansas
20033,20,ks,Kansas
20035,20,ks,Kansas
20037,20,ks,Kansas
20039,20,ks,Kansas
20041,20,ks,Kansas
20043,20,ks,Kansas
20045,20,ks,Kansas
20047,20,ks,Kansas
20049,20,ks,Kansas
20051,20,ks,Kansas
20053,20,ks,Kansas
20055,20,ks,Kansas
20057,20,ks,Kansas
20059,20,ks,Kansas
20061,20,ks,Kansas
20063,20,ks,Kansas
20065,20,ks,Kansas
20067,20,ks,Kansas
20069,20,ks,Kansas
20071,20,ks,Kansas
20073,20,ks,Kansas
20075,20,ks,Kansas
20077,20,ks,Kansas
20079,20,ks,Kansas
20081,20,ks,Kansas
20083,20,ks,Kansas
20085,20,ks,Kansas
20087,20,ks,Kansas
20089,20,ks,Kansas
20091,20,ks,Kansas
20093,20,ks,Kansas
20095,20,ks,Kansas
20097,20,ks,Kansas
20099,20,ks,Kansas
20101,20,ks,Kansas
20103,20,ks,Kansas
20105,20,ks,Kansas
20107,20,ks,Kansas
20109,20,ks,Kansas
20111,20,ks,Kansas
20113,20,ks,Kansas
20115,20,ks,Kansas
20117,20,ks,Kansas
20119,20,ks,Kansas
20121,20,ks,Kansas
20123,20,ks,Kansas
20125,20,ks,Kansas
20127,20,ks,Kansas
20129,20,ks,Kansas
20131,20,ks,Kansas
20133,20,ks,Kansas
20135,20,ks,Kansas
20137,20,ks,Kansas
20139,20,ks,Kansas
20141,20,ks,Kansas
20143,20,ks,Kansas
20145,20,ks,Kansas
20147,20,ks,Kansas
20149,20,ks,Kansas
20151,20,ks,Kansas
20153,20,ks,Kansas
20155,20,ks,Kansas
20157,20,ks,Kansas
20159,20,ks,Kansas
20161,20,ks,Kansas
20163,20,ks,Kansas
20165,20,ks,Kansas
20167,20,ks,Kansas
20169,20,ks,Kansas
20171,20,ks,Kansas
20173,20,ks,Kansas
20175,20,ks,Kansas
20177,20,ks,Kansas
20179,20,ks,Kansas
20181,20,ks,Kansas
20183,20,ks,Kansas
20185,20,ks,Kansas
20187,20,ks,Kansas
20189,20,ks,Kansas
20191,20,ks,Kansas
20193,20,ks,Kansas
20195,20,ks,Kansas
20197,20,ks,Kansas
20199,20,ks,Kansas
20201,20,ks,Kansas
20203,20,ks,Kansas
20205,20,ks,Kansas
20207,20,ks,Kansas
20209,20,ks,Kansas
21001,21,ky,Kentucky
21003,21,ky,Kentucky
21005,21,ky,Kentucky
21007,21,ky,Kentucky
21009,21,ky,Kentucky
21011,21,ky,Kentucky
21013,21,ky,Kentucky
21015,21,ky,Kentucky
21017,21,ky,Kentucky
21019,21,ky,Kentucky
21021,21,ky,Kentucky
21023,21,ky,Kentucky
21025,21,ky,Kentucky
21027,21,ky,Kentucky
21029,21,ky,Kentucky
21031,21,ky,Kentucky
21033,21,ky,Kentucky
21035,21,ky,Kentucky
21037,21,ky,Kentucky
21039,21,ky,Kentucky
21041,21,ky,Kentucky
21043,21,ky,Kentucky
21045,21,ky,Kentucky
21047,21,ky,Kentucky
21049,21,ky,Kentucky
21051,21,ky,Kentucky
21053,21,ky,Kentucky
21055,21,ky,Kentucky
21057,21,ky,Kentucky
21059,21,ky,Kentucky
21061,21,ky,Kentucky
21063,21,ky,Kentucky
21065,21,ky,Kentucky
21067,21,ky,Kentucky
21069,21,ky,Kentucky
21071,21,ky,Kentucky
21073,21,ky,Kentucky
21075,21,ky,Kentucky
21077,21,ky,Kentucky
21079,21,ky,Kentucky
21081,21,ky,Kentucky
21083,21,ky,Kentucky
21085,21,ky,Kentucky
21087,21,ky,Kentucky
21089,21,ky,Kentucky
21091,21,ky,Kentucky
21093,21,ky,Kentucky
21095,21,ky,Kentucky
21097,21,ky,Kentucky
21099,21,ky,Kentucky
21101,21,ky,Kentucky
21103,21,ky,Kentucky
21105,21,ky,Kentucky
21107,21,ky,Kentucky
21109,21,ky,Kentucky
21111,21,ky,Kentucky
21113,21,ky,Kentucky
21115,21,ky,Kentucky
21117,21,ky,Kentucky
21119,21,ky,Kentucky
21121,21,ky,Kentucky
21123,21,ky,Kentucky
21125,21,ky,Kentucky
21127,21,ky,Kentucky
21129,21,ky,Kentucky
21131,21,ky,Kentucky
21133,21,ky,Kentucky
21135,21,ky,Kentucky
21137,21,ky,Kentucky
21139,21,ky,Kentucky
21141,21,ky,Kentucky
21143,21,ky,Kentucky
21145,21,ky,Kentucky
21147,21,ky,Kentucky
21149,21,ky,Kentucky
21151,21,ky,Kentucky
21153,21,ky,Kentucky
21155,21,ky,Kentucky
21157,21,ky,Kentucky
21159,21,ky,Kentucky
21161,21,ky,Kentucky
21163,21,ky,Kentucky
21165,21,ky,Kentucky
21167,21,ky,Kentucky
21169,21,ky,Kentucky
21171,21,ky,Kentucky
21173,21,ky,Kentucky
21175,21,ky,Kentucky
21177,21,ky,Kentucky
21179,21,ky,Kentucky
21181,21,ky,Kentucky
21183,21,ky,Kentucky
21185,21,ky,Kentucky
21187,21,ky,Kentucky
21189,21,ky,Kentucky
21191,21,ky,Kentucky
21193,21,ky,Kentucky
21195,21,ky,Kentucky
21197,21,ky,Kentucky
21199,21,ky,Kentucky
21201,21,ky,Kentucky
21203,21,ky,Kentucky
21205,21,ky,Kentucky
21207,21,ky,Kentucky
21209,21,ky,Kentucky
21211,21,ky,Kentucky
21213,21,ky,Kentucky
21215,21,ky,Kentucky
21217,21,ky,Kentucky
21219,21,ky,Kentucky
21221,21,ky,Kentucky
21223,21,ky,Kentucky
21225,21,ky,Kentucky
21227,21,ky,Kentucky
