fips,hrr,weight
6057,77,0.8068278809999999
6061,77,0.977134218
6067,77,1.0
6077,77,0.126013801
6091,77,0.076302274
6095,77,0.072351811
6101,77,1.0
6113,77,1.0
6115,77,0.983851444
32005,77,0.117347565
6053,78,0.986724956
6027,79,0.006821211999999999
6029,79,0.040193951
6065,79,0.535583535
6071,79,0.946048641
6073,79,2.7899999999999997e-05
6025,80,0.989754844
6065,80,0.20482156
6073,80,0.996296583
6013,81,0.207799015
6041,81,0.997956422
6055,81,0.143723679
6075,81,1.0
6095,81,0.34926820299999994
6069,82,1.0
6085,82,0.9661044259999999
6087,82,0.032672862999999996
6053,83,0.003829707
6079,83,0.9257603529999999
6081,85,1.0
6085,85,0.033895574
6079,86,0.074239647
6083,86,1.0
6053,87,0.009445337
6087,87,0.9673271370000001
6041,89,0.002043578
6045,89,0.049015443
6097,89,1.0
6009,91,0.866915615
6077,91,0.8319040440000001
6037,96,0.002539861
6111,96,1.0
8013,101,1.0
8123,101,0.021439985
8003,102,1.0
8009,102,1.0
8011,102,1.0
8015,102,1.0
8017,102,1.0
8021,102,1.0
8023,102,1.0
8025,102,0.682922472
8035,102,0.019386248999999998
8039,102,0.064779188
8041,102,1.0
8043,102,1.0
8061,102,0.793650794
8071,102,0.961839599
8079,102,1.0
8089,102,0.9080671359999999
8093,102,0.13829197699999998
8099,102,1.0
8105,102,1.0
8109,102,1.0
8119,102,1.0
20199,102,0.15226849
8001,103,1.0
8005,103,1.0
8014,103,1.0
8019,103,1.0
8031,103,1.0
8035,103,0.9806137509999999
8037,103,0.357342603
8039,103,0.9352208120000001
8047,103,1.0
8049,103,1.0
8059,103,1.0
8063,103,1.0
8065,103,1.0
8073,103,1.0
8081,103,0.9755127029999999
8093,103,0.8617080229999999
8097,103,1.0
8107,103,1.0
8117,103,1.0
8123,103,0.225332775
20023,103,1.0
20039,103,1.0
20109,103,0.24380305600000002
20153,103,1.0
20181,103,1.0
20193,103,1.0
31005,103,1.0
31007,103,1.0
31013,103,1.0
31029,103,1.0
31033,103,1.0
31045,103,0.01510574
31049,103,1.0
31057,103,0.829168791
31063,103,0.65474339
31069,103,1.0
31075,103,0.291832669
31087,103,1.0
31101,103,1.0
31111,103,0.016747704
31123,103,1.0
31135,103,1.0
31145,103,0.853145557
31157,103,1.0
31161,103,0.077771649
31165,103,1.0
56007,103,0.059689821
56015,103,0.000596748
56027,103,0.014855688
8057,104,1.0
8069,104,0.6816435120000001
31105,104,1.0
56001,104,1.0
56007,104,0.08803597
56015,104,0.034238401
56021,104,1.0
8029,105,1.0
8037,105,0.642657397
8045,105,1.0
8051,105,1.0
8053,105,1.0
8077,105,1.0
8085,105,1.0
8091,105,1.0
8103,105,0.586341616
8113,105,1.0
49019,105,0.014329179
8069,106,0.318356488
8075,106,1.0
8087,106,1.0
8095,106,1.0
8115,106,1.0
8121,106,1.0
8123,106,0.7532272409999999
8125,106,1.0
31057,106,0.17083120899999998
8025,107,0.317077528
8027,107,1.0
8055,107,1.0
8071,107,0.038160401000000004
8089,107,0.091932864
8101,107,1.0
9001,109,0.743701327
9003,110,0.951217577
9005,110,0.560123183
9007,110,1.0
9011,110,0.35002811899999997
9013,110,1.0
9015,110,1.0
36021,110,0.008876446999999999
36027,110,0.072917088
9001,111,0.25629867300000003
9003,111,0.048782423
9005,111,0.43987681700000003
9009,111,1.0
9011,111,0.577078184
36027,111,0.049484752
36079,111,0.79590159
36103,111,0.000123502
36119,111,0.004986534
10001,112,0.897661921
10003,112,1.0
24015,112,0.698079343
34033,112,0.720847345
11001,113,1.0
24001,113,1.0
24003,113,0.386380722
24009,113,1.0
24013,113,0.033433525
24017,113,1.0
24021,113,0.973951364
24023,113,0.160324783
24031,113,0.578125804
24033,113,0.445304239
24035,113,0.27995923899999997
24037,113,1.0
24043,113,0.993073153
42009,113,0.07578868
54027,113,0.22073659899999998
54057,113,1.0
12081,115,0.904097565
12103,116,0.551064596
12011,118,0.641000109
12085,118,1.0
12099,118,1.0
12111,118,0.6797206490000001
12015,119,0.84604257
12021,119,1.0
12043,119,1.0
12051,119,1.0
12071,119,0.9988003529999999
12115,119,0.166233931
12001,120,1.0
12007,120,1.0
12019,120,0.07053355900000001
12023,120,1.0
12029,120,1.0
12041,120,1.0
12047,120,0.145053921
12067,120,1.0
12075,120,0.896242365
12107,120,1.0
12121,120,1.0
12123,120,0.05768611
12125,120,1.0
12053,122,1.0
12101,122,0.5350492570000001
12003,123,1.0
12019,123,0.929466441
12031,123,1.0
12089,123,1.0
12109,123,1.0
13001,123,0.05018949599999999
13003,123,1.0
13005,123,1.0
13025,123,1.0
13039,123,1.0
13049,123,1.0
13065,123,0.9165424740000001
13069,123,1.0
13127,123,1.0
13155,123,0.11121372
13191,123,0.9206307659999999
13229,123,1.0
13299,123,1.0
12049,124,0.280767687
12057,124,0.055626220999999997
12105,124,0.4926104
12011,127,0.358999891
12086,127,1.0
12087,127,1.0
12017,129,1.0
12075,129,0.103757635
12083,129,1.0
12119,129,0.512431097
12009,130,1.0
12049,130,0.679899296
12055,130,1.0
12061,130,1.0
12069,130,1.0
12093,130,1.0
12095,130,1.0
12097,130,1.0
12105,130,0.5073896
12111,130,0.320279351
12117,130,1.0
12119,130,0.487568903
12127,130,0.42025218200000003
12035,131,1.0
12127,131,0.579747818
12005,133,1.0
12013,133,0.045052691
12037,133,0.600104913
12045,133,1.0
12133,133,0.959453542
1003,134,0.028281992000000002
1035,134,0.182362809
1039,134,0.746022255
1053,134,1.0
12033,134,1.0
12091,134,1.0
12113,134,1.0
12131,134,1.0
12015,137,0.15395743
12027,137,1.0
12049,137,0.039333017000000005
12071,137,0.0011996469999999999
12081,137,0.095902435
12115,137,0.833766069
12103,139,0.448935404
12013,140,0.954947309
12037,140,0.39989508700000004
12039,140,1.0
12047,140,0.8549460790000001
12065,140,1.0
12073,140,1.0
12077,140,1.0
12079,140,1.0
12123,140,0.94231389
12129,140,1.0
13019,140,1.0
13027,140,1.0
13065,140,0.08345752599999999
13071,140,1.0
13075,140,1.0
13087,140,1.0
13101,140,1.0
13131,140,1.0
13173,140,1.0
13185,140,1.0
13201,140,0.896109637
13205,140,0.451560453
13275,140,1.0
13277,140,1.0
13287,140,1.0
13321,140,0.164791235
12057,141,0.9443737790000001
12101,141,0.46495074299999994
13007,142,1.0
13037,142,1.0
13095,142,1.0
13177,142,1.0
13205,142,0.5484395470000001
13243,142,0.248052309
13249,142,1.0
13261,142,0.9683407540000001
13273,142,0.9634201590000001
13321,142,0.835208765
1017,144,0.043992700999999995
1029,144,0.207931034
1111,144,0.01889092
13011,144,1.0
13013,144,1.0
13015,144,0.7156941609999999
13035,144,1.0
13045,144,1.0
13057,144,1.0
13059,144,1.0
13063,144,1.0
13067,144,1.0
13077,144,1.0
13085,144,1.0
13089,144,1.0
13097,144,1.0
13105,144,1.0
13111,144,1.0
13113,144,1.0
13117,144,1.0
13119,144,1.0
13121,144,1.0
13123,144,1.0
13129,144,0.11726155199999999
13133,144,1.0
13135,144,1.0
13137,144,1.0
13139,144,1.0
13143,144,0.419590707
13145,144,0.170212155
13147,144,1.0
13149,144,1.0
13151,144,1.0
13157,144,1.0
13159,144,0.118217586
13171,144,0.224919764
13187,144,1.0
13195,144,1.0
13199,144,0.585220627
13207,144,0.5418162320000001
13211,144,1.0
13213,144,1.0
13217,144,1.0
13219,144,1.0
13221,144,1.0
13223,144,1.0
13227,144,1.0
13231,144,0.709019567
13237,144,1.0
13241,144,1.0
13247,144,1.0
13255,144,1.0
13257,144,1.0
13281,144,1.0
13285,144,0.8988147190000001
13291,144,1.0
13297,144,1.0
13311,144,1.0
13313,144,1.0
37039,144,0.711441144
37043,144,1.0
37113,144,0.00769874
13033,145,1.0
13073,145,1.0
13107,145,0.702632301
13125,145,1.0
13163,145,1.0
13165,145,1.0
13167,145,1.0
13181,145,1.0
13189,145,1.0
13245,145,1.0
13265,145,1.0
13301,145,1.0
13303,145,1.0
13317,145,1.0
45003,145,1.0
45005,145,1.0
45011,145,0.292638092
45037,145,1.0
45049,145,0.024473092000000002
45065,145,0.151985172
1081,146,0.21800344800000002
1113,146,1.0
13053,146,1.0
13061,146,0.155483871
13145,146,0.829787845
13197,146,1.0
13199,146,0.41477937299999995
13215,146,1.0
13239,146,1.0
13243,146,0.7519476909999999
13259,146,1.0
13263,146,1.0
13273,146,0.036579841
13307,146,1.0
13009,147,1.0
13017,147,1.0
13021,147,1.0
13023,147,1.0
13079,147,1.0
13081,147,1.0
13091,147,1.0
13093,147,1.0
13141,147,1.0
13153,147,1.0
13155,147,0.88878628
13159,147,0.881782414
13169,147,1.0
13171,147,0.775080236
13175,147,1.0
13193,147,1.0
13207,147,0.458183768
13209,147,0.013433488
13225,147,1.0
13231,147,0.290980433
13235,147,1.0
13261,147,0.031659246
13269,147,1.0
13271,147,0.839101895
13283,147,1.0
13289,147,1.0
13293,147,1.0
13309,147,1.0
13315,147,1.0
13319,147,1.0
1019,148,0.7508095220000001
1029,148,0.105862069
13015,148,0.284305839
13055,148,1.0
13115,148,1.0
13129,148,0.882738448
13143,148,0.580409293
13233,148,1.0
13001,149,0.9498105040000001
13029,149,1.0
13031,149,1.0
13043,149,1.0
13051,149,1.0
13103,149,1.0
13107,149,0.297367699
13109,149,1.0
13161,149,1.0
13179,149,1.0
13183,149,1.0
13191,149,0.079369234
13209,149,0.986566512
13251,149,1.0
13267,149,1.0
13271,149,0.160898105
13279,149,1.0
13305,149,1.0
45013,149,1.0
45049,149,0.309883364
45053,149,1.0
15001,150,1.0
15003,150,1.0
15005,150,1.0
15007,150,1.0
15009,150,1.0
16001,151,1.0
16003,151,1.0
16013,151,1.0
16015,151,1.0
16025,151,1.0
16027,151,1.0
16037,151,0.084188371
16039,151,1.0
16045,151,1.0
16047,151,1.0
16049,151,0.057558791
16053,151,1.0
16063,151,1.0
16073,151,1.0
16075,151,1.0
16083,151,1.0
16085,151,1.0
16087,151,1.0
32007,151,0.058694616
41001,151,1.0
41045,151,1.0
41061,151,0.027823743999999997
16011,152,0.9057690999999999
16019,152,0.998930386
16023,152,1.0
16033,152,1.0
16037,152,0.34727703200000004
16043,152,1.0
16051,152,1.0
16065,152,1.0
16081,152,1.0
17037,154,0.144476055
17043,154,0.063092945
17089,154,0.279935017
17093,154,0.96615972
17099,154,0.110326219
17031,155,0.161223737
17197,155,0.057017122999999996
17031,156,0.5022278720000001
17031,158,0.029561929
17043,158,0.043860917
17089,158,0.43482994799999997
17097,158,0.170116954
17111,158,0.811561277
17031,161,0.150285467
17097,161,0.19645038899999998
17043,163,0.369917706
17197,163,0.229913003
17031,164,0.004535328
17053,164,0.067953328
17063,164,0.996469158
17075,164,0.178940641
17091,164,1.0
17093,164,0.03384028
17099,164,0.032971466
17197,164,0.713069873
17031,166,0.136909908
17043,166,0.523128432
17089,166,0.277507763
17011,170,0.28527259899999996
17057,170,0.876861828
17063,170,0.003530842
17071,170,0.360892599
17073,170,0.393385425
17095,170,1.0
17099,170,0.7449417759999999
17105,170,0.199732985
17123,170,1.0
17125,170,0.345140665
17131,170,0.100752083
17143,170,1.0
17155,170,0.9018232820000001
17175,170,1.0
17179,170,1.0
17187,170,0.981510462
17203,170,0.874194933
17007,171,1.0
17011,171,0.714727401
17015,171,0.61510458
17037,171,0.855523945
17073,171,0.004930637
17085,171,0.29459871600000004
17089,171,0.0077272719999999994
17099,171,0.11176054
17103,171,1.0
17111,171,0.188438723
17141,171,1.0
17155,171,0.09817671800000001
17177,171,0.944181849
17195,171,0.838686739
17201,171,0.963740432
17001,172,1.0
17009,172,1.0
17013,172,0.01018892
17017,172,1.0
17021,172,1.0
17025,172,1.0
17035,172,0.294027377
17039,172,0.709818875
17041,172,0.272181955
17049,172,1.0
17051,172,1.0
17057,172,0.12313817199999999
17061,172,0.9422806890000001
17067,172,1.0
17071,172,0.009632365
17079,172,0.755550389
17107,172,0.910882929
17109,172,1.0
17115,172,1.0
17117,172,0.609794099
17125,172,0.654859335
17129,172,1.0
17135,172,1.0
17137,172,1.0
17139,172,1.0
17147,172,0.17214849
17149,172,0.9417833459999999
17167,172,1.0
17169,172,1.0
17171,172,1.0
17173,172,1.0
17191,172,0.028337491
29111,172,0.973170497
29127,172,0.075797212
29205,172,0.186766275
17019,173,1.0
17023,173,0.081953363
17029,173,1.0
17035,173,0.705972623
17039,173,0.246266285
17041,173,0.727818045
17045,173,1.0
17053,173,0.91781023
17075,173,0.821059359
17079,173,0.09845402800000001
17105,173,0.009095208
17113,173,0.010652888999999999
17147,173,0.82785151
17183,173,1.0
18045,173,0.490332827
18111,173,0.215550057
18165,173,0.074277136
18171,173,0.476876132
17039,175,0.04391484
17053,175,0.014236442
17105,175,0.791171808
17107,175,0.08911707099999999
17113,175,0.989347111
17203,175,0.125805067
17033,179,0.980135832
17047,179,1.0
17059,179,1.0
17065,179,1.0
17069,179,1.0
17079,179,0.145995583
17087,179,0.099330531
17101,179,1.0
17159,179,1.0
17165,179,1.0
17185,179,1.0
17191,179,0.781487878
17193,179,1.0
18025,179,0.197203159
18027,179,1.0
18037,179,0.903740305
18051,179,1.0
18083,179,1.0
18101,179,0.693793213
18123,179,1.0
18125,179,1.0
18129,179,1.0
18147,179,0.654149259
18163,179,1.0
18173,179,1.0
21101,179,1.0
21225,179,1.0
21233,179,0.7134040079999999
18001,180,1.0
18003,180,1.0
18033,180,1.0
18069,180,0.882241775
18075,180,0.8673189609999999
18085,180,0.833122945
18087,180,0.770155643
18113,180,0.7118472379999999
18151,180,1.0
18169,180,0.9183597509999999
18179,180,1.0
18183,180,1.0
39039,180,1.0
39069,180,0.14059212
39107,180,0.070560805
39125,180,1.0
39161,180,0.970579595
39171,180,1.0
18073,181,0.6007317010000001
18089,181,0.52251808
18091,181,0.411935083
18111,181,0.291587362
18127,181,1.0
18149,181,0.8548718909999999
26021,181,0.045724833
18005,183,1.0
18011,183,1.0
18013,183,1.0
18015,183,0.187858539
18017,183,1.0
18021,183,0.82208935
18023,183,0.796021387
18031,183,1.0
18041,183,1.0
18045,183,0.09846706300000001
18047,183,0.187209237
18049,183,0.070947203
18053,183,1.0
18055,183,0.8633790179999999
18057,183,1.0
18059,183,1.0
18063,183,1.0
18065,183,0.9719966959999999
18067,183,1.0
18069,183,0.117758225
18071,183,1.0
18079,183,1.0
18081,183,1.0
18093,183,1.0
18095,183,1.0
18097,183,1.0
18101,183,0.306206787
18103,183,0.942437856
18105,183,1.0
18107,183,0.9853844359999999
18109,183,1.0
18117,183,0.35557872799999996
18119,183,0.953322192
18131,183,1.0
18133,183,1.0
18135,183,0.11120996400000001
18139,183,1.0
18145,183,1.0
18159,183,1.0
18161,183,1.0
18169,183,0.081640249
18177,183,1.0
18181,183,0.745667992
39135,183,0.11147337
18007,184,1.0
18015,184,0.812141461
18023,184,0.203978613
18045,184,0.41120011
18073,184,0.399268299
18107,184,0.014615564
18111,184,0.492862581
18157,184,1.0
18171,184,0.523123868
18181,184,0.254332008
18009,185,1.0
18035,185,1.0
18065,185,0.028003304
18075,185,0.132681039
18135,185,0.888790036
39037,185,0.063333077
17031,186,0.015255758000000001
18089,186,0.47748192
18039,187,1.0
18049,187,0.929052797
18085,187,0.166877055
18087,187,0.229844357
18091,187,0.5880649170000001
18099,187,1.0
18103,187,0.057562144
18113,187,0.288152762
18141,187,1.0
18149,187,0.145128109
26021,187,0.292446534
26027,187,0.505117169
17023,188,0.918046637
17033,188,0.019864168
18021,188,0.17791065
18055,188,0.136620982
18119,188,0.046677808
18121,188,1.0
18153,188,1.0
18165,188,0.925722864
18167,188,1.0
19011,190,1.0
19019,190,0.102670935
19031,190,0.30970921
19043,190,0.38217959100000004
19055,190,0.936481879
19095,190,0.552701781
19103,190,0.025611684
19105,190,0.9520544470000001
19113,190,1.0
19157,190,0.009747406
19171,190,0.018600181
17015,191,0.38489542
17071,191,0.629475036
17073,191,0.601683938
17131,191,0.8992479170000001
17161,191,0.991260218
17187,191,0.018489538
17195,191,0.16131326099999999
19031,191,0.162124346
19045,191,1.0
19057,191,1.0
19087,191,0.18436571
19097,191,0.619573252
19105,191,0.047945552999999995
19111,191,0.022712013
19115,191,0.45012810299999995
19139,191,0.015851246
19163,191,1.0
19001,192,0.9539500340000001
19003,192,0.9156414759999999
19007,192,1.0
19009,192,0.915411145
19015,192,1.0
19025,192,1.0
19027,192,0.887757054
19039,192,1.0
19047,192,0.040334538999999996
19049,192,1.0
19051,192,1.0
19053,192,1.0
19069,192,0.012606474
19073,192,1.0
19075,192,0.18224852100000002
19077,192,1.0
19079,192,1.0
19083,192,0.82883266
19091,192,1.0
19099,192,1.0
19117,192,1.0
19121,192,1.0
19123,192,1.0
19125,192,1.0
19127,192,1.0
19135,192,1.0
19151,192,0.8310561
19153,192,1.0
19157,192,0.9780945390000001
19159,192,1.0
19161,192,0.305325802
19169,192,1.0
19171,192,0.6808005429999999
19173,192,0.8890094559999999
19175,192,1.0
19177,192,0.141647421
19181,192,1.0
19185,192,1.0
19187,192,1.0
19197,192,0.326658514
29129,192,0.283199045
29171,192,0.100556174
29197,192,0.023040321000000002
29199,192,0.8286418740000001
17085,193,0.705401284
19043,193,0.296082284
19055,193,0.063518121
19061,193,1.0
19097,193,0.380426748
55043,193,0.577194403
55065,193,0.175071
17161,194,0.008739782
19031,194,0.528166444
19087,194,0.81563429
19095,194,0.447298219
19101,194,1.0
19103,194,0.974388316
19107,194,1.0
19111,194,0.9772879870000001
19115,194,0.549871897
19139,194,0.984148754
19157,194,0.012158055
19177,194,0.8583525790000001
19179,194,1.0
19183,194,1.0
29045,194,1.0
29111,194,0.026829502999999998
19023,195,0.214226263
19033,195,1.0
19067,195,0.296457388
19069,195,0.987393526
19081,195,1.0
19109,195,0.850186233
19131,195,1.0
19147,195,0.698698805
19151,195,0.013181161
19189,195,0.986190637
19195,195,1.0
19197,195,0.673341486
19021,196,0.896690998
19035,196,1.0
19093,196,1.0
19133,196,0.200798631
19141,196,0.849659255
19149,196,1.0
19151,196,0.155762739
19161,196,0.694674198
19167,196,0.670444638
19193,196,0.984592241
31027,196,0.20299197300000002
31039,196,0.100031723
31043,196,1.0
31051,196,1.0
31173,196,1.0
31179,196,0.77770293
46027,196,0.023697807999999997
46127,196,0.87398374
19013,197,1.0
19017,197,1.0
19019,197,0.897329065
19023,197,0.7857737370000001
19065,197,0.44507933
19075,197,0.8177514790000001
19083,197,0.17116734
19171,197,0.300599276
20013,200,0.7339099990000001
20017,200,0.762840837
20027,200,0.970490547
20031,200,1.0
20041,200,0.6920821109999999
20043,200,0.21148514899999998
20045,200,0.01715478
20061,200,1.0
20073,200,0.199969045
20085,200,1.0
20087,200,0.713823683
20111,200,1.0
20117,200,0.25350974600000004
20127,200,0.984281735
20131,200,1.0
20139,200,1.0
20149,200,1.0
20161,200,1.0
20177,200,1.0
20197,200,1.0
20201,200,0.29188078100000003
8061,201,0.206349206
20001,201,0.9751886940000001
20003,201,0.265200835
20007,201,1.0
20009,201,1.0
20011,201,0.034580611000000004
20015,201,1.0
20017,201,0.237159163
20019,201,0.280128205
20025,201,1.0
20027,201,0.029509452999999998
20029,201,1.0
20033,201,1.0
20035,201,1.0
20041,201,0.307917889
20047,201,1.0
20049,201,1.0
20051,201,1.0
20053,201,1.0
20055,201,1.0
20057,201,1.0
20063,201,1.0
20065,201,1.0
20067,201,1.0
20069,201,1.0
20071,201,1.0
20073,201,0.800030955
20075,201,1.0
20077,201,1.0
20079,201,1.0
20081,201,1.0
20083,201,1.0
20089,201,0.868309859
20093,201,1.0
20095,201,1.0
20097,201,1.0
20099,201,0.8665638059999999
20101,201,1.0
20105,201,1.0
20109,201,0.756196944
20113,201,1.0
20115,201,1.0
20119,201,1.0
20123,201,1.0
20125,201,0.503998568
20127,201,0.015718265
20133,201,1.0
20135,201,1.0
20137,201,1.0
20141,201,1.0
20143,201,1.0
20145,201,1.0
20147,201,0.9529698329999999
20151,201,1.0
20155,201,1.0
20157,201,1.0
20159,201,1.0
20163,201,1.0
20165,201,1.0
20167,201,1.0
20169,201,1.0
20171,201,1.0
20173,201,1.0
20175,201,1.0
20179,201,1.0
20183,201,1.0
20185,201,1.0
20187,201,1.0
20189,201,1.0
20191,201,1.0
20195,201,1.0
20199,201,0.84773151
20201,201,0.029804728
20203,201,1.0
20205,201,1.0
20207,201,1.0
31169,201,0.09402843599999999
40003,201,0.013208494
40007,201,0.273823415
40053,201,0.021035965
40139,201,0.19558005899999997
21015,203,1.0
21023,203,0.177398303
21037,203,1.0
21077,203,0.630775154
21081,203,1.0
21117,203,1.0
21187,203,0.131171246
21191,203,1.0
21005,204,1.0
21011,204,1.0
21017,204,1.0
21021,204,1.0
21023,204,0.8226016970000001
21025,204,1.0
21043,204,0.463767084
21045,204,0.956576835
21049,204,1.0
21051,204,0.981014809
21053,204,0.007265587
21063,204,1.0
21065,204,1.0
21067,204,1.0
21069,204,0.80459694
21071,204,1.0
21073,204,1.0
21077,204,0.369224846
21079,204,1.0
21095,204,0.97024945
21097,204,1.0
21109,204,1.0
21113,204,1.0
21115,204,0.9854897220000001
21119,204,1.0
21121,204,0.979984271
21125,204,1.0
21129,204,1.0
21131,204,1.0
21133,204,0.7869616779999999
21135,204,0.167706648
21137,204,1.0
21147,204,1.0
21151,204,1.0
21153,204,1.0
21155,204,0.065738592
21159,204,0.911222636
21161,204,1.0
21165,204,1.0
21167,204,1.0
21173,204,1.0
21175,204,1.0
21181,204,1.0
21187,204,0.868828754
21189,204,1.0
21193,204,1.0
21195,204,0.968634971
