zip,hsa
03846,30019
03847,30019
03848,30007
03849,30019
03850,30024
03851,30023
03852,30023
03853,30024
03854,30022
03855,30023
03856,30007
03857,30007
03858,30007
03859,30007
03860,30019
03861,30006
03862,30007
03864,30024
03865,22022
03866,30023
03867,30023
03868,30023
03869,30006
03870,30022
03871,30022
03872,30024
03873,30005
03874,22042
03875,30019
03878,30006
03882,30024
03883,30011
03884,30023
03885,30007
03886,30011
03887,30023
03890,30024
03894,30024
03896,30024
03897,30011
03901,30006
03902,20033
03903,20033
03904,20033
03905,20033
03906,20029
03907,20033
03908,30006
03909,20033
03910,20033
03911,20033
04001,20029
04002,20029
04003,20010
04004,20025
04005,20006
04006,20006
04007,20006
04008,20010
04009,20009
04010,20009
04011,20010
04013,20025
04014,20006
04015,20025
04016,20009
04017,20025
04019,20025
04020,20025
04021,20025
04022,20009
04024,20025
04027,20029
04028,20025
04029,20025
04030,20029
04032,20010
04033,20010
04034,20010
04037,20009
04038,20025
04039,20025
04040,20009
04041,20025
04042,20025
04043,20006
04046,20006
04047,20025
04048,20025
04049,20025
04050,20025
04051,20023
04054,20033
04055,20009
04056,20029
04057,20009
04061,20029
04062,20025
04063,20006
04064,20006
04066,20010
04068,20025
04069,20025
04070,20025
04071,20025
04072,20006
04073,20029
04074,20025
04076,20029
04077,20025
04078,20010
04079,20010
04082,20025
04083,20029
04084,20025
04085,20025
04086,20010
04087,20029
04088,20023
04090,20033
04091,20025
04092,20025
04093,20025
04094,20006
04095,20029
04096,20025
04097,20025
04098,20025
04101,20025
04102,20025
04103,20025
04104,20025
04105,20025
04106,20025
04107,20025
04108,20025
04109,20025
04110,20025
04112,20025
04116,20025
04122,20025
04123,20025
04124,20025
04210,20019
04211,20019
04212,20019
04216,20028
04217,20023
04219,20023
04220,20019
04221,20019
04222,20019
04223,20019
04224,20028
04225,20016
04226,20028
04227,20016
04228,20019
04230,20019
04231,20023
04234,20016
04236,20019
04237,20028
04238,20019
04239,20016
04240,20019
04241,20019
04243,20019
04250,20019
04252,20019
04253,20016
04254,20016
04255,20023
04256,20019
04257,20028
04258,20019
04259,20019
04260,20019
04261,20023
04262,20016
04263,20019
04265,20019
04266,20019
04267,20023
04268,20023
04270,20023
04271,20023
04274,20019
04275,20028
04276,20028
04280,20019
04281,20023
04282,20019
04284,20001
04285,20016
04286,20023
04287,20010
04288,20019
04289,20023
04290,20028
04291,20019
04292,20023
04294,20016
04330,20001
04332,20001
04333,20001
04336,20001
04338,20001
04341,20001
04342,20001
04343,20001
04344,20001
04345,20001
04346,20001
04347,20001
04348,20001
04349,20016
04350,20019
04351,20001
04352,20016
04353,20001
04354,20031
04355,20001
04357,20001
04358,20031
04359,20001
04360,20016
04363,20001
04364,20001
04401,20002
04402,20002
04406,20035
04408,20002
04410,20002
04411,20002
04412,20002
04413,20018
04414,20014
04415,20014
04416,20002
04417,20020
04418,20002
04419,20002
04420,20002
04421,20002
04422,20002
04424,20018
04426,20014
04427,20002
04428,20002
04429,20002
04430,20022
04431,20002
04434,20024
04435,20002
04438,20002
04441,20035
04442,20035
04443,20014
04444,20002
04448,20020
04449,20002
04450,20002
04451,20020
04453,20002
04454,20011
04455,20020
04456,20002
04457,20020
04459,20020
04460,20022
04461,20002
04462,20022
04463,20014
04464,20035
04468,20002
04469,20002
04471,20018
04472,20002
04473,20002
04474,20002
04475,20020
04476,20002
04478,20035
04479,20014
04481,20014
04485,20035
04487,20020
04488,20002
04489,20002
04490,20011
04491,20011
04492,20011
04493,20020
04495,20020
04496,20002
04497,20018
04530,20010
04535,20010
04537,20008
04538,20008
04539,20013
04541,20013
04543,20013
04544,20008
04547,20027
04548,20010
04549,20008
04551,20013
04553,20013
04554,20013
04555,20013
04556,20013
04558,20013
04562,20010
04563,20027
04564,20013
04565,20010
04568,20013
04570,20008
04571,20008
04572,20027
04573,20013
04574,20027
04575,20008
04576,20008
04578,20010
04579,20010
04605,20015
04606,20021
04607,20015
04609,20003
04611,20021
04612,20003
04613,20015
04614,20007
04616,20007
04617,20007
04619,20011
04622,20015
04623,20021
04624,20015
04625,20003
04626,20021
04627,20007
04628,20021
04629,20007
04630,20021
04631,20011
04634,20015
04635,20003
04637,20011
04640,20015
04642,20007
04643,20021
04644,20003
04645,20007
04646,20003
04648,20021
04649,20021
04650,20007
04652,20021
04653,20003
04654,20021
04655,20021
04657,20011
04658,20015
04660,20003
04662,20003
04664,20015
04666,20011
04667,20011
04668,20011
04669,20015
04671,20011
04672,20003
04673,20007
04674,20003
04675,20003
04676,20007
04677,20015
04679,20003
04680,20015
04681,20007
04683,20007
04684,20007
04685,20003
04686,20021
04691,20021
04693,20015
04694,20011
04730,20018
04732,20026
04733,20022
04734,20026
04735,20026
04736,20012
04737,20017
04738,20026
04739,20017
04740,20026
04741,20017
04742,20026
04743,20017
04744,20017
04745,20017
04746,20012
04747,20018
04750,20012
04751,20012
04756,20017
04757,20026
04758,20026
04760,20018
04761,20018
04762,20012
04763,20018
04764,20026
04765,20018
04766,20026
04768,20026
04769,20026
04772,20017
04773,20017
04774,20017
04775,20026
04776,20022
04777,20022
04779,20012
04780,20018
04781,20017
04783,20012
04785,20012
04786,20026
04787,20026
04841,20027
04843,20027
04847,20027
04848,20027
04849,20027
04850,20027
04851,20027
04852,20027
04853,20027
04854,20027
04855,20027
04856,20027
04858,20027
04859,20027
04860,20027
04861,20027
04862,20027
04863,20027
04864,20027
04865,20027
04901,20031
04903,20031
04910,20031
04911,20030
04912,20030
04915,20005
04917,20031
04918,20031
04920,20030
04921,20005
04922,20031
04923,20014
04924,20030
04925,20031
04926,20031
04927,20031
04928,20024
04929,20024
04930,20014
04932,20002
04933,20024
04935,20031
04936,20016
04937,20031
04938,20016
04939,20002
04940,20016
04941,20031
04942,20030
04943,20024
04944,20031
04945,20031
04947,20016
04949,20005
04950,20030
04951,20005
04952,20005
04953,20024
04954,20016
04955,20016
04956,20016
04957,20030
04958,20030
04961,20030
04962,20031
04963,20031
04964,20016
04965,20024
04966,20016
04967,20024
04969,20024
04970,20016
04971,20024
04972,20005
04973,20027
04974,20005
04975,20031
04976,20030
04978,20031
04979,20030
04981,20005
04982,20016
04983,20016
04984,20016
04985,20031
04986,20031
04987,20031
04988,20031
04989,20031
04992,20016
05001,30013
05009,30013
05030,47015
05031,47009
05032,47009
05033,30025
05034,30013
05035,30013
05036,47003
05037,47015
05038,47009
05039,30013
05040,30013
05041,47003
05042,30025
05043,30013
05045,30013
05046,30025
05047,30013
05048,47015
05049,47015
05050,47013
05051,30025
05052,30013
05053,30013
05054,30013
05055,30013
05056,30013
05058,30013
05059,30013
05060,47009
05061,47009
05062,47015
05065,30013
05067,30013
05068,47009
05069,30025
05070,30013
05071,30013
05072,30013
05073,30013
05074,30013
05075,30013
05076,47003
05077,47009
05079,30013
05081,30025
05083,30013
05084,30013
05085,30025
05086,47003
05088,30013
05089,47015
05091,30013
05101,47011
05141,47011
05142,47011
05143,47011
05146,47011
05148,47011
05149,47011
05150,47011
05151,47011
05152,47011
05153,47011
05154,47011
05155,47011
05156,47011
05158,47004
05159,47004
05161,47011
05201,47002
05250,47002
05251,47002
05252,47002
05253,47010
05254,47002
05255,47002
05257,47002
05260,47002
05261,47002
05262,47002
05301,47004
05302,47004
05303,47004
05304,47004
05340,47011
05341,47004
05342,47002
05343,47014
05344,47004
05345,47014
05346,47004
05350,22045
05351,47014
05352,22045
05353,47014
05354,47004
05355,47014
05356,47002
05357,47004
05358,47002
05359,47014
05360,47014
05361,47002
05362,47004
05363,47002
05401,47005
05402,47005
05403,47005
05404,47005
05405,47005
05406,47005
05407,47005
05408,47005
05439,47005
05440,47012
05441,47012
05442,47007
05443,47006
05444,47005
05445,47005
05446,47005
05447,47012
05448,47005
05449,47005
05450,47012
05451,47005
05452,47005
05453,47005
05454,47012
05455,47012
05456,47006
05457,47012
05458,47005
05459,47012
05460,47012
05461,47005
05462,47005
05463,33099
05464,47005
05465,47005
05466,47005
05468,47005
05469,47006
05470,47012
05471,47012
05472,47006
05473,47005
05474,47005
05476,47012
05477,47005
05478,47012
05479,47012
05481,47012
05482,47005
05483,47012
05485,47012
05486,47005
05487,47006
05488,47012
05489,47005
05490,47005
05491,47006
05492,47007
05494,47005
05495,47005
05501,22025
05601,47003
05602,47003
05603,47003
05604,47003
05609,47003
05620,47003
05633,47003
05640,47003
05641,47003
05647,47003
05648,47003
05649,47003
05650,47003
05651,47003
05652,47007
05653,47007
05654,47003
05655,47007
05656,47007
05657,47007
05658,47003
05660,47003
05661,47007
05662,47007
05663,47003
05664,47003
05665,47007
05666,47003
05667,47003
05669,47009
05670,47003
05671,47003
05672,47007
05673,47003
05674,47003
05675,47003
05676,47003
05677,47003
05678,47003
05679,47003
05680,47007
05681,47003
05682,47003
05701,47010
05702,47010
05730,47010
05731,47010
05732,47010
05733,47010
05734,47006
05735,47010
05736,47010
05737,47010
05738,47010
05739,47010
05740,47006
05741,47010
05742,47010
05743,47010
05744,47010
05745,47010
05746,47009
05747,47009
05748,47009
05750,47010
05751,47010
05753,47006
05757,47010
05758,47010
05759,47010
05760,47010
05761,47010
05762,47009
05763,47010
05764,47010
05765,47010
05766,47006
05767,47009
05768,33016
05769,47006
05770,47006
05772,47009
05773,47010
05774,47010
05775,47010
05776,33016
05777,47010
05778,47010
05819,47013
05820,47008
05821,47013
05822,47008
05823,47008
05824,47013
05825,47008
05826,47007
05827,47007
05828,47013
05829,47008
05830,47008
05832,47013
05833,47008
05836,47013
05837,47013
05838,47013
05839,47008
05840,47013
05841,47007
05842,47007
05843,47007
05845,47008
05846,47008
05847,47007
05848,47013
05849,47013
05850,47013
05851,47013
05853,47008
05855,47008
05857,47008
05858,47013
05859,47008
05860,47008
05861,47013
05862,47013
05863,47013
05866,47013
05867,47013
05868,47008
05871,47013
05872,47008
05873,47013
05874,47008
05875,47008
05901,30003
05902,30003
05903,30003
05904,30012
05905,30012
05906,30012
05907,30003
06001,7007
06002,7007
06006,7007
06010,7002
06011,7002
06013,7002
06016,7007
06018,7021
06019,7007
06020,7007
06021,7028
06022,7007
06023,7012
06024,7021
06025,7007
06026,7007
06027,7007
06028,7008
06029,7020
06030,7007
06031,7021
06032,7007
06033,7007
06034,7007
06035,7007
06037,7012
06039,7021
06040,7008
06041,7008
06042,7008
06043,7008
06045,7008
06050,7012
06051,7012
06052,7012
06053,7012
06057,7025
06058,7028
06059,7028
06060,7007
06061,7025
06062,7012
06063,7028
06064,7007
06065,7007
06066,7020
06067,7007
06068,7021
06069,7021
06070,7007
06071,7023
06072,7023
06073,7007
06074,7008
06075,7023
06076,7023
06077,7023
06078,7007
06079,7021
06080,7007
06081,7007
06082,7023
06083,7023
06084,7020
06085,7007
06088,7007
06089,7007
06090,7007
06091,7007
06092,7007
06093,7007
06094,7028
06095,7007
06096,7007
06098,7028
06101,7007
06102,7007
06103,7007
06104,7007
06105,7007
06106,7007
06107,7007
06108,7007
06109,7007
06110,7007
06111,7007
06112,7007
06114,7007
06115,7007
06117,7007
06118,7007
06119,7007
06120,7007
06123,7007
06126,7007
06127,7007
06128,7007
06129,7007
06131,7007
06132,7007
06133,7007
06134,7007
06137,7007
06138,7007
06140,7007
06141,7007
06142,7007
06143,7007
06144,7007
06145,7007
06146,7007
06147,7007
06150,7007
06151,7007
06152,7007
06153,7007
06154,7007
06155,7007
06156,7007
06160,7007
06161,7007
06167,7007
06176,7007
06180,7007
06183,7007
06199,7007
06226,7027
06230,7019
06231,7027
06232,7008
06233,7019
06234,7019
06235,7027
06237,7027
06238,7027
06239,7019
06241,7019
06242,7019
06243,7019
06244,7019
06245,7019
06246,7019
06247,7027
06248,7008
06249,7027
06250,7027
06251,7027
06254,7018
06255,7019
06256,7027
06258,7019
06259,7019
06260,7019
06262,7019
06263,7019
06264,7027
06265,7023
06266,7027
06267,7019
06268,7027
06269,7027
06277,7019
06278,7027
06279,7023
06280,7027
06281,7019
06282,7019
06320,7014
06330,7018
06331,7018
06332,7019
06333,7014
06334,7018
06335,7014
06336,7018
06338,7014
06339,7014
06340,7014
06349,7014
06350,7018
06351,7018
06353,7014
06354,7019
06355,7014
06357,7014
06359,41008
06360,7018
06365,7018
06370,7014
06371,7014
06372,7014
06373,7019
06374,7019
06375,7014
06376,7014
06377,7019
06378,41008
06379,41008
06380,7018
06382,7014
06383,7018
06384,7018
06385,7014
06387,7019
06388,7014
06389,7018
06390,7014
06401,7004
06403,7026
06404,7003
06405,7013
06408,7026
06409,7010
06410,7026
06411,7026
06412,7010
06413,7010
06414,7010
06415,7010
06416,7010
06417,7010
06418,7004
06419,7010
06420,7014
06422,7010
06423,7010
06424,7010
06426,7010
06437,7013
06438,7010
06439,7014
06440,7003
06441,7010
06442,7010
06443,7013
06444,7022
06447,7010
06450,7009
06451,7009
06455,7010
06456,7010
06457,7010
06459,7010
06460,7011
06461,7011
06467,7022
06468,7001
06469,7010
06470,7003
06471,7013
06472,7013
06473,7013
06474,7010
06475,7010
06477,7013
06478,7004
06479,7022
06480,7010
06481,7010
06482,7003
06483,7004
06484,7004
06487,7026
06488,7026
06489,7022
06491,7001
06492,7009
06493,7009
06494,7009
06495,7009
06498,7010
06501,7013
06502,7013
06503,7013
06504,7013
06505,7013
06506,7013
06507,7013
06508,7013
06509,7013
06510,7013
06511,7013
06512,7013
06513,7013
06514,7013
06515,7013
06516,7013
06517,7013
06518,7013
06519,7013
06520,7013
06521,7013
06524,7013
06525,7013
06530,7013
06531,7013
06532,7013
06533,7013
06534,7013
06535,7013
06536,7013
06537,7013
06538,7013
06540,7013
06601,7001
06602,7001
06604,7001
06605,7001
06606,7001
06607,7001
06608,7001
06610,7001
06611,7001
06612,7001
06614,7001
06615,7001
06673,7001
06699,7001
06701,7026
06702,7026
06703,7026
06704,7026
06705,7026
06706,7026
06708,7026
06710,7026
06712,7026
06716,7026
06720,7026
06721,7026
06722,7026
06723,7026
06724,7026
06725,7026
06726,7026
06749,7026
06750,7025
06751,7026
06752,7015
06753,7021
06754,7021
06755,7015
06756,7025
06757,7021
06758,7025
06759,7025
06762,7026
06763,7025
06770,7026
06776,7015
06777,7015
06778,7025
06779,7026
06781,7002
06782,7026
06783,7015
06784,7015
06785,7015
06786,7002
06787,7026
06790,7025
06791,7025
06792,7025
06793,7015
06794,7015
06795,7026
06796,7021
06798,7026
06801,7003
06804,7003
06807,7006
06810,7003
06811,7003
06812,7003
06813,7003
06814,7003
06816,7003
06817,7003
06820,7024
06824,7001
06825,7001
06828,7001
06829,7017
06830,7006
06831,7006
06836,7006
06838,7017
06840,7017
06850,7017
06851,7017
06852,7017
06853,7017
06854,7017
06855,7017
06856,7017
06857,7017
06858,7017
06860,7017
06870,7006
06875,7003
06876,7003
06877,7003
06878,7006
06879,7003
06880,7017
06881,7017
06883,7017
06888,7017
06889,7017
06890,7001
06896,7003
06897,7017
06901,7024
06902,7024
06903,7024
06904,7024
06905,7024
06906,7024
06907,7024
06910,7024
06911,7024
06912,7024
06913,7024
06914,7024
06926,7024
06927,7024
07001,31048
07002,31002
07003,31030
07004,31030
07005,31007
07006,31030
07007,31030
07008,31048
07009,31030
07010,31061
07011,31040
07012,31040
07013,31040
07014,31040
07015,31040
07016,31064
07017,31035
07018,31038
07019,31035
07020,31061
07021,31030
07022,31061
07023,31044
07024,31013
07026,31040
07027,31059
07028,31030
07029,31024
07030,31020
07031,31024
07032,31024
07033,31064
07034,31007
07035,31046
07036,31011
07039,31026
07040,31026
07041,31059
07042,31030
07043,31030
07044,31030
07045,31007
07046,31007
07047,31037
07050,31038
07051,31038
07052,31026
07054,31007
07055,31040
07057,31040
07058,31007
07059,31059
07060,31044
07061,31044
07062,31044
07063,31044
07064,31010
07065,31048
