zip,hrr
04735,221
04736,221
04737,221
04738,221
04739,221
04740,221
04741,221
04742,221
04743,221
04744,221
04745,221
04746,221
04747,221
04750,221
04751,221
04756,221
04757,221
04758,221
04760,221
04761,221
04762,221
04763,221
04764,221
04765,221
04766,221
04768,221
04769,221
04772,221
04773,221
04774,221
04775,221
04776,221
04777,221
04779,221
04780,221
04781,221
04783,221
04785,221
04786,221
04787,221
04841,222
04843,222
04847,222
04848,222
04849,222
04850,222
04851,222
04852,222
04853,222
04854,222
04855,222
04856,222
04858,222
04859,222
04860,222
04861,222
04862,222
04863,222
04864,222
04865,222
04901,222
04903,222
04910,222
04911,221
04912,221
04915,221
04917,222
04918,222
04920,221
04921,221
04922,222
04923,221
04924,221
04925,222
04926,222
04927,222
04928,221
04929,221
04930,221
04932,221
04933,221
04935,222
04936,222
04937,222
04938,222
04939,221
04940,222
04941,222
04942,221
04943,221
04944,222
04945,222
04947,222
04949,221
04950,221
04951,221
04952,221
04953,221
04954,222
04955,222
04956,222
04957,221
04958,221
04961,221
04962,222
04963,222
04964,222
04965,221
04966,222
04967,221
04969,221
04970,222
04971,221
04972,221
04973,222
04974,221
04975,222
04976,221
04978,222
04979,221
04981,221
04982,222
04983,222
04984,222
04985,222
04986,222
04987,222
04988,222
04989,222
04992,222
05001,281
05009,281
05030,281
05031,281
05032,281
05033,281
05034,281
05035,281
05036,424
05037,281
05038,281
05039,281
05040,281
05041,424
05042,281
05043,281
05045,281
05046,281
05047,281
05048,281
05049,281
05050,281
05051,281
05052,281
05053,281
05054,281
05055,281
05056,281
05058,281
05059,281
05060,281
05061,281
05062,281
05065,281
05067,281
05068,281
05069,281
05070,281
05071,281
05072,281
05073,281
05074,281
05075,281
05076,424
05077,281
05079,281
05081,281
05083,281
05084,281
05085,281
05086,424
05088,281
05089,281
05091,281
05101,281
05141,281
05142,281
05143,281
05146,281
05148,281
05149,281
05150,281
05151,281
05152,281
05153,281
05154,281
05155,281
05156,281
05158,281
05159,281
05161,281
05201,295
05250,295
05251,295
05252,295
05253,424
05254,295
05255,295
05257,295
05260,295
05261,295
05262,295
05301,281
05302,281
05303,281
05304,281
05340,281
05341,281
05342,295
05343,281
05344,281
05345,281
05346,281
05350,230
05351,281
05352,230
05353,281
05354,281
05355,281
05356,295
05357,281
05358,295
05359,281
05360,281
05361,295
05362,281
05363,295
05401,424
05402,424
05403,424
05404,424
05405,424
05406,424
05407,424
05408,424
05439,424
05440,424
05441,424
05442,424
05443,424
05444,424
05445,424
05446,424
05447,424
05448,424
05449,424
05450,424
05451,424
05452,424
05453,424
05454,424
05455,424
05456,424
05457,424
05458,424
05459,424
05460,424
05461,424
05462,424
05463,424
05464,424
05465,424
05466,424
05468,424
05469,424
05470,424
05471,424
05472,424
05473,424
05474,424
05476,424
05477,424
05478,424
05479,424
05481,424
05482,424
05483,424
05485,424
05486,424
05487,424
05488,424
05489,424
05490,424
05491,424
05492,424
05494,424
05495,424
05501,227
05601,424
05602,424
05603,424
05604,424
05609,424
05620,424
05633,424
05640,424
05641,424
05647,424
05648,424
05649,424
05650,424
05651,424
05652,424
05653,424
05654,424
05655,424
05656,424
05657,424
05658,424
05660,424
05661,424
05662,424
05663,424
05664,424
05665,424
05666,424
05667,424
05669,281
05670,424
05671,424
05672,424
05673,424
05674,424
05675,424
05676,424
05677,424
05678,424
05679,424
05680,424
05681,424
05682,424
05701,424
05702,424
05730,424
05731,424
05732,424
05733,424
05734,424
05735,424
05736,424
05737,424
05738,424
05739,424
05740,424
05741,424
05742,424
05743,424
05744,424
05745,424
05746,281
05747,281
05748,281
05750,424
05751,424
05753,424
05757,424
05758,424
05759,424
05760,424
05761,424
05762,281
05763,424
05764,424
05765,424
05766,424
05767,281
05768,295
05769,424
05770,424
05772,281
05773,424
05774,424
05775,424
05776,295
05777,424
05778,424
05819,281
05820,281
05821,281
05822,281
05823,281
05824,281
05825,281
05826,424
05827,424
05828,281
05829,281
05830,281
05832,281
05833,281
05836,281
05837,281
05838,281
05839,281
05840,281
05841,424
05842,424
05843,424
05845,281
05846,281
05847,424
05848,281
05849,281
05850,281
05851,281
05853,281
05855,281
05857,281
05858,281
05859,281
05860,281
05861,281
05862,281
05863,281
05866,281
05867,281
05868,281
05871,281
05872,281
05873,281
05874,281
05875,281
05901,281
05902,281
05903,281
05904,281
05905,281
05906,281
05907,281
06001,110
06002,110
06006,110
06010,110
06011,110
06013,110
06016,110
06018,110
06019,110
06020,110
06021,110
06022,110
06023,110
06024,110
06025,110
06026,110
06027,110
06028,110
06029,110
06030,110
06031,110
06032,110
06033,110
06034,110
06035,110
06037,110
06039,110
06040,110
06041,110
06042,110
06043,110
06045,110
06050,110
06051,110
06052,110
06053,110
06057,110
06058,110
06059,110
06060,110
06061,110
06062,110
06063,110
06064,110
06065,110
06066,110
06067,110
06068,110
06069,110
06070,110
06071,110
06072,110
06073,110
06074,110
06075,110
06076,110
06077,110
06078,110
06079,110
06080,110
06081,110
06082,110
06083,110
06084,110
06085,110
06088,110
06089,110
06090,110
06091,110
06092,110
06093,110
06094,110
06095,110
06096,110
06098,110
06101,110
06102,110
06103,110
06104,110
06105,110
06106,110
06107,110
06108,110
06109,110
06110,110
06111,110
06112,110
06114,110
06115,110
06117,110
06118,110
06119,110
06120,110
06123,110
06126,110
06127,110
06128,110
06129,110
06131,110
06132,110
06133,110
06134,110
06137,110
06138,110
06140,110
06141,110
06142,110
06143,110
06144,110
06145,110
06146,110
06147,110
06150,110
06151,110
06152,110
06153,110
06154,110
06155,110
06156,110
06160,110
06161,110
06167,110
06176,110
06180,110
06183,110
06199,110
06226,110
06230,110
06231,110
06232,110
06233,110
06234,110
06235,110
06237,110
06238,110
06239,110
06241,110
06242,110
06243,110
06244,110
06245,110
06246,110
06247,110
06248,110
06249,110
06250,110
06251,110
06254,110
06255,110
06256,110
06258,110
06259,110
06260,110
06262,110
06263,110
06264,110
06265,110
06266,110
06267,110
06268,110
06269,110
06277,110
06278,110
06279,110
06280,110
06281,110
06282,110
06320,111
06330,110
06331,110
06332,110
06333,111
06334,110
06335,111
06336,110
06338,111
06339,111
06340,111
06349,111
06350,110
06351,110
06353,111
06354,110
06355,111
06357,111
06359,364
06360,110
06365,110
06370,111
06371,111
06372,111
06373,110
06374,110
06375,111
06376,111
06377,110
06378,364
06379,364
06380,110
06382,111
06383,110
06384,110
06385,111
06387,110
06388,111
06389,110
06390,111
06401,111
06403,111
06404,111
06405,111
06408,111
06409,110
06410,111
06411,111
06412,110
06413,110
06414,110
06415,110
06416,110
06417,110
06418,111
06419,110
06420,111
06422,110
06423,110
06424,110
06426,110
06437,111
06438,110
06439,111
06440,111
06441,110
06442,110
06443,111
06444,111
06447,110
06450,111
06451,111
06455,110
06456,110
06457,110
06459,110
06460,111
06461,111
06467,111
06468,109
06469,110
06470,111
06471,111
06472,111
06473,111
06474,110
06475,110
06477,111
06478,111
06479,111
06480,110
06481,110
06482,111
06483,111
06484,111
06487,111
06488,111
06489,111
06491,109
06492,111
06493,111
06494,111
06495,111
06498,110
06501,111
06502,111
06503,111
06504,111
06505,111
06506,111
06507,111
06508,111
06509,111
06510,111
06511,111
06512,111
06513,111
06514,111
06515,111
06516,111
06517,111
06518,111
06519,111
06520,111
06521,111
06524,111
06525,111
06530,111
06531,111
06532,111
06533,111
06534,111
06535,111
06536,111
06537,111
06538,111
06540,111
06601,109
06602,109
06604,109
06605,109
06606,109
06607,109
06608,109
06610,109
06611,109
06612,109
06614,109
06615,109
06673,109
06699,109
06701,111
06702,111
06703,111
06704,111
06705,111
06706,111
06708,111
06710,111
06712,111
06716,111
06720,111
06721,111
06722,111
06723,111
06724,111
06725,111
06726,111
06749,111
06750,110
06751,111
06752,111
06753,110
06754,110
06755,111
06756,110
06757,110
06758,110
06759,110
06762,111
06763,110
06770,111
06776,111
06777,111
06778,110
06779,111
06781,110
06782,111
06783,111
06784,111
06785,111
06786,110
06787,111
06790,110
06791,110
06792,110
06793,111
06794,111
06795,111
06796,110
06798,111
06801,111
06804,111
06807,109
06810,111
06811,111
06812,111
06813,111
06814,111
06816,111
06817,111
06820,109
06824,109
06825,109
06828,109
06829,109
06830,109
06831,109
06836,109
06838,109
06840,109
06850,109
06851,109
06852,109
06853,109
06854,109
06855,109
06856,109
06857,109
06858,109
06860,109
06870,109
06875,111
06876,111
06877,111
06878,109
06879,111
06880,109
06881,109
06883,109
06888,109
06889,109
06890,109
06896,111
06897,109
06901,109
06902,109
06903,109
06904,109
06905,109
06906,109
06907,109
06910,109
06911,109
06912,109
06913,109
06914,109
06926,109
06927,109
07001,289
07002,289
07003,289
07004,289
07005,285
07006,289
07007,289
07008,289
07009,289
07010,284
07011,284
07012,284
07013,284
07014,284
07015,284
07016,289
07017,289
07018,289
07019,289
07020,284
07021,289
07022,284
07023,285
07024,284
07026,284
07027,285
07028,289
07029,289
07030,284
07031,289
07032,289
07033,289
07034,285
07035,291
07036,289
07039,289
07040,289
07041,285
07042,289
07043,289
07044,289
07045,285
07046,285
07047,284
07050,289
07051,289
07052,289
07054,285
07055,284
07057,284
07058,285
07059,285
07060,285
07061,285
07062,285
07063,285
07064,288
07065,289
07066,289
07067,288
07068,289
07069,285
07070,284
07071,284
07072,284
07073,284
07074,284
07075,284
07076,285
07077,288
07078,285
07079,289
07080,285
07081,285
07082,285
07083,289
07086,284
07087,284
07088,285
07090,285
07091,285
07092,285
07093,284
07094,284
07095,288
07096,284
07097,289
07099,289
07101,289
07102,289
07103,289
07104,289
07105,289
07106,289
07107,289
07108,289
07109,289
07110,289
07111,289
07112,289
07114,289
07175,289
07184,289
07188,289
07189,289
07191,289
07192,289
07193,289
07195,289
07198,289
07199,289
07201,289
07202,289
07203,289
07204,289
07205,289
07206,289
07207,289
07208,289
07302,289
07303,289
07304,289
07305,289
07306,289
07307,289
07308,289
07310,289
07311,289
07395,289
07399,289
07401,292
07403,291
07405,291
07407,291
07410,292
07416,285
07417,292
07418,292
07419,285
07420,291
07421,291
07422,285
07423,292
07424,291
07428,285
07430,292
07432,292
07435,291
07436,292
07438,285
07439,285
07440,291
07442,291
07444,291
07446,292
07450,292
07451,292
07452,292
07456,291
07457,291
07458,292
07460,285
07461,285
07462,285
07463,292
07465,291
07470,291
07474,291
07480,291
07481,292
07495,292
07501,291
07502,291
07503,291
07504,291
07505,291
07506,292
07507,292
07508,291
07509,291
07510,291
07511,291
07512,291
07513,291
07514,291
07522,291
07524,291
07533,291
07538,291
07543,291
07544,291
07601,284
07602,284
07603,284
07604,284
07605,284
07606,284
07607,284
07608,284
07620,284
07621,284
07624,284
07626,284
07627,284
07628,284
07630,284
07631,284
07632,284
07640,284
07641,284
07642,284
07643,284
07644,284
07645,284
07646,284
07647,284
07648,284
07649,284
07650,284
07652,284
07653,284
07656,284
07657,284
07660,284
07661,284
07662,284
07663,284
07666,284
07670,284
07675,284
07676,284
07677,284
07699,284
07701,283
07702,283
07703,283
07704,283
07710,283
07711,283
07712,283
07715,283
07716,283
07717,283
07718,283
07719,283
07720,283
07721,283
07722,283
07723,283
07724,283
07726,283
07727,283
07728,283
07730,283
07731,283
07732,283
07733,283
07734,283
07735,283
07737,283
07738,283
07739,283
07740,283
07746,283
07747,283
07748,283
07750,283
07751,283
07752,283
07753,283
07754,283
07755,283
07756,283
07757,283
07758,283
07760,283
07762,283
07763,283
07764,283
07765,283
07799,283
07801,285
07802,285
07803,285
07806,285
07820,285
07821,285
07822,285
07823,346
07825,285
07826,285
07827,285
07828,285
07829,346
07830,356
07831,356
07832,285
07833,285
07834,285
07836,285
07837,285
07838,285
07839,285
07840,285
07842,285
07843,285
07844,285
07845,285
07846,285
07847,285
07848,285
07849,285
07850,285
07851,285
07852,285
07853,285
07855,285
07856,285
07857,285
07860,285
07863,346
07865,285
07866,285
07869,285
07870,285
07871,285
07874,285
07875,285
07876,285
07877,285
07878,285
07879,285
07880,285
07881,285
07882,346
07885,285
07890,285
07901,285
07902,285
07920,285
07921,285
07922,285
07924,285
07926,285
07927,285
07928,285
07930,285
07931,285
07932,285
07933,285
07934,285
07935,285
07936,285
07938,285
07939,285
07940,285
07945,285
07946,285
07950,285
07960,285
07961,285
07962,285
07963,285
07970,285
07974,285
07976,285
07977,285
07978,285
07979,356
07980,285
07981,285
07999,285
08001,283
08002,283
08003,283
08004,283
08005,283
08006,283
08007,283
08008,283
08009,283
08010,283
08011,283
08012,283
08014,356
08015,283
08016,283
08018,283
08019,283
08020,356
08021,283
08022,283
08023,112
08025,356
08026,283
08027,356
08028,283
08029,283
08030,283
08031,283
08032,283
08033,283
08034,283
08035,283
08036,283
08037,283
08038,112
08039,356
08041,283
08042,283
08043,283
08045,283
08046,283
08048,283
08049,283
08050,283
08051,356
08052,283
08053,283
08054,283
08055,283
08056,356
08057,283
08059,283
08060,283
08061,356
08062,356
08063,356
08064,283
08065,283
08066,356
08067,112
08068,283
08069,112
08070,112
08071,356
08072,112
08073,283
08074,356
08075,283
08076,283
08077,283
08078,283
08079,112
08080,283
08081,283
08083,283
08084,283
08085,356
08086,356
08087,283
08088,283
08089,283
08090,356
08091,283
08092,283
08093,356
08094,283
08095,283
08096,356
08097,356
08098,112
08099,283
08101,283
08102,283
08103,283
08104,283
08105,283
08106,283
08107,283
08108,283
08109,283
08110,283
08201,283
08202,283
08203,283
08204,283
08205,283
08210,283
08212,283
08213,283
08214,283
08215,283
08217,283
08218,283
08219,283
08220,283
08221,283
08223,283
08224,283
08225,283
08226,283
08230,283
08231,283
08232,283
08234,283
08240,283
08241,283
08242,283
08243,283
08244,283
08245,283
08246,283
08247,283
08248,283
08250,283
08251,283
08252,283
08260,283
08270,283
08302,283
08310,283
08311,283
08312,283
08313,283
08314,283
08315,283
08316,283
08317,283
08318,283
08319,283
08320,283
08321,283
08322,283
