geo_id,val,se,sample_size,effective_sample_size
47103,0,13.2731754,2.6943,2.7669961
47105,0,15.1504528,2.0414,2.3002314
47149,0,10.9186913,4,3.5793034
47155,0,11.3746647,3.96,3.395734
47179,0,7.6006007,5.7833,5.5784274
48021,0,15.8103808,2.1435,2.1624792
48027,0,15.7870093,2.992,2.167161
48029,0,4.3572208,12.6036,10.4752045
48113,0,7.7613244,5.8512,5.4421994
48141,0,10.3153506,5,3.847145
48157,0,8.7754657,5.5012,4.6977033
48179,0,14.81078,2.7537,2.3759194
48201,0,5.7815603,9.4952,7.6481845
48303,0,6.0286656,8.8855,7.2937093
48355,0,11.5801806,3.9913,3.3177219
48439,0,7.9096011,6,5.3214313
48453,0,11.1353338,2.3881,3.4902112
48491,0,12.5449261,2.9373,2.9856751
49011,0,13.7531562,2.6033,2.6355291
49035,0,10.3267288,5,3.8418043
49057,0,14.8738388,2.3967,2.3616069
51015,0,8.4115952,3.6622,4.9441757
51041,0,9.4980152,4.4314,4.2642578
51087,0,13.4608131,3.5788,2.7144859
51107,0,7.7408216,6,5.4592627
51191,0,14.9128738,3,2.3528078
51550,0,12.5125563,3,2.995986
51810,0,10.1783274,4,3.9123985
53027,0,13.2716383,3,2.7674324
53033,0,7.7429302,7,5.4575037
53061,0,10.4462607,6,3.7864017
54079,0,7.2727015,6.9964,5.8750243
54081,0,14.1690928,3,2.5288074
54107,0,15.554574,3,2.2144885
55005,0,13.5450017,2.985,2.6913986
55025,0,9.5107143,4.5268,4.2572287
55079,0,8.9671311,6,4.5759194
55083,0,10.0873047,4,3.9567255
55105,0,15.8141168,2.0812,2.1617321
55139,0,9.9234714,4.9943,4.0385594
56029,0,14.3993025,3,2.4723904
01000,0,3.7358665,8,12.3837761
04000,0,13.5313551,2.4444,2.6951214
06000,0,2.1964771,19.4272,21.7637249
08000,0,5.8007912,4.6176,7.6195138
12000,0,1.6473039,23.1791,29.3526263
13000,0,1.287438,17.2398,37.8368206
16000,0,3.2271623,3.216,14.4934878
17000,0,1.5031236,21.3555,32.2640649
18000,0,4.3511303,10,10.4912671
19000,0,2.4465304,11.1339,19.4371059
20000,0,2.3424336,10.003,20.3453218
21000,0,3.1768482,8.0852,14.7388695
22000,0,3.8947319,8.3687,11.8378541
23000,0,6.8946386,7,6.2520117
24000,0,4.4140078,5.8112,10.3275741
25000,0,6.7610563,7,6.3952941
26000,0,2.2299305,20.9298,21.4222234
27000,0,2.9097191,11.3255,16.1837891
28000,0,2.5822692,11.9813,18.3628143
29000,0,4.255925,7,10.7483273
30000,0,3.2006613,8.0144,14.6217714
31000,0,6.0348135,4.0002,7.2852602
32000,0,7.52256,6,5.6466734
34000,0,4.5923604,8,9.8876472
35000,0,16.6666667,2,2
36000,0,2.3776329,17.9493,20.0293189
37000,0,0.8565924,32.3709,57.3708218
39000,0,1.3802426,16.5107,35.2255155
40000,0,6.5400318,5.7454,6.6452228
41000,0,4.3988914,10.9437,10.3665003
42000,0,3.401569,8.0134,13.6990991
45000,0,1.8485175,11.036,26.0487026
47000,0,1.4619893,13.5214,33.1999759
48000,0,0.8975022,17.458,54.7101722
49000,0,16.6666667,2,2
50000,0,7.3750819,5,5.7795858
51000,0,1.3482955,23.3275,36.0838595
53000,0,3.2804109,13,14.241993
54000,0,3.9531759,9.0036,11.6480586
55000,0,2.0082087,10.4127,23.8978107
56000,0,6.2507079,5,6.999094
